time,P
20230731:2310,0.0
20230801:0010,0.0
20230801:0110,0.0
20230801:0210,0.0
20230801:0310,0.0
20230801:0410,0.0
20230801:0510,3.0
20230801:0610,66.89
20230801:0710,200.64
20230801:0810,388.65
20230801:0910,523.47
20230801:1010,629.43
20230801:1110,684.95
20230801:1210,717.52
20230801:1310,700.25
20230801:1410,644.99
20230801:1510,546.71
20230801:1610,404.81
20230801:1710,218.56
20230801:1810,56.48
20230801:1910,0.0
20230801:2010,0.0
20230801:2110,0.0
20230801:2210,0.0
20230801:2310,0.0
20230802:0010,0.0
20230802:0110,0.0
20230802:0210,0.0
20230802:0310,0.0
20230802:0410,0.0
20230802:0510,4.57
20230802:0610,58.92
20230802:0710,219.89
20230802:0810,381.45
20230802:0910,523.7
20230802:1010,630.86
20230802:1110,707.51
20230802:1210,732.47
20230802:1310,714.07
20230802:1410,653.96
20230802:1510,545.18
20230802:1610,400.31
20230802:1710,219.58
20230802:1810,54.33
20230802:1910,0.0
20230802:2010,0.0
20230802:2110,0.0
20230802:2210,0.0
20230802:2310,0.0
20230803:0010,0.0
20230803:0110,0.0
20230803:0210,0.0
20230803:0310,0.0
20230803:0410,0.0
20230803:0510,3.51
20230803:0610,44.62
20230803:0710,44.17
20230803:0810,74.28
20230803:0910,53.14
20230803:1010,100.67
20230803:1110,470.15
20230803:1210,661.18
20230803:1310,707.41
20230803:1410,646.43
20230803:1510,523.94
20230803:1610,320.07
20230803:1710,69.5
20230803:1810,50.77
20230803:1910,0.0
20230803:2010,0.0
20230803:2110,0.0
20230803:2210,0.0
20230803:2310,0.0
20230804:0010,0.0
20230804:0110,0.0
20230804:0210,0.0
20230804:0310,0.0
20230804:0410,0.0
20230804:0510,3.6
20230804:0610,57.64
20230804:0710,231.73
20230804:0810,411.07
20230804:0910,547.6
20230804:1010,653.01
20230804:1110,712.86
20230804:1210,640.37
20230804:1310,669.89
20230804:1410,486.68
20230804:1510,485.33
20230804:1610,380.4
20230804:1710,236.94
20230804:1810,55.2
20230804:1910,0.0
20230804:2010,0.0
20230804:2110,0.0
20230804:2210,0.0
20230804:2310,0.0
20230805:0010,0.0
20230805:0110,0.0
20230805:0210,0.0
20230805:0310,0.0
20230805:0410,0.0
20230805:0510,3.12
20230805:0610,56.92
20230805:0710,227.95
20230805:0810,409.27
20230805:0910,546.3
20230805:1010,647.61
20230805:1110,715.67
20230805:1210,736.17
20230805:1310,714.86
20230805:1410,660.08
20230805:1510,552.46
20230805:1610,404.65
20230805:1710,221.94
20230805:1810,53.64
20230805:1910,0.0
20230805:2010,0.0
20230805:2110,0.0
20230805:2210,0.0
20230805:2310,0.0
20230806:0010,0.0
20230806:0110,0.0
20230806:0210,0.0
20230806:0310,0.0
20230806:0410,0.0
20230806:0510,0.77
20230806:0610,59.52
20230806:0710,144.41
20230806:0810,185.62
20230806:0910,239.24
20230806:1010,351.54
20230806:1110,584.23
20230806:1210,395.13
20230806:1310,468.54
20230806:1410,477.19
20230806:1510,326.84
20230806:1610,211.32
20230806:1710,122.32
20230806:1810,20.57
20230806:1910,0.0
20230806:2010,0.0
20230806:2110,0.0
20230806:2210,0.0
20230806:2310,0.0
20230807:0010,0.0
20230807:0110,0.0
20230807:0210,0.0
20230807:0310,0.0
20230807:0410,0.0
20230807:0510,0.76
20230807:0610,63.0
20230807:0710,189.08
20230807:0810,379.34
20230807:0910,530.64
20230807:1010,567.4
20230807:1110,445.96
20230807:1210,535.29
20230807:1310,563.77
20230807:1410,605.35
20230807:1510,532.17
20230807:1610,383.05
20230807:1710,216.19
20230807:1810,37.22
20230807:1910,0.0
20230807:2010,0.0
20230807:2110,0.0
20230807:2210,0.0
20230807:2310,0.0
20230808:0010,0.0
20230808:0110,0.0
20230808:0210,0.0
20230808:0310,0.0
20230808:0410,0.0
20230808:0510,1.18
20230808:0610,55.49
20230808:0710,197.54
20230808:0810,330.92
20230808:0910,482.84
20230808:1010,508.2
20230808:1110,632.18
20230808:1210,603.57
20230808:1310,521.08
20230808:1410,552.81
20230808:1510,419.76
20230808:1610,299.47
20230808:1710,116.62
20230808:1810,45.56
20230808:1910,0.0
20230808:2010,0.0
20230808:2110,0.0
20230808:2210,0.0
20230808:2310,0.0
20230809:0010,0.0
20230809:0110,0.0
20230809:0210,0.0
20230809:0310,0.0
20230809:0410,0.0
20230809:0510,0.38
20230809:0610,53.26
20230809:0710,213.35
20230809:0810,388.19
20230809:0910,531.52
20230809:1010,633.53
20230809:1110,687.81
20230809:1210,713.65
20230809:1310,694.65
20230809:1410,643.86
20230809:1510,532.73
20230809:1610,382.26
20230809:1710,196.79
20230809:1810,40.62
20230809:1910,0.0
20230809:2010,0.0
20230809:2110,0.0
20230809:2210,0.0
20230809:2310,0.0
20230810:0010,0.0
20230810:0110,0.0
20230810:0210,0.0
20230810:0310,0.0
20230810:0410,0.0
20230810:0510,0.0
20230810:0610,59.29
20230810:0710,189.79
20230810:0810,352.68
20230810:0910,496.93
20230810:1010,609.85
20230810:1110,687.57
20230810:1210,716.76
20230810:1310,692.21
20230810:1410,631.34
20230810:1510,418.12
20230810:1610,318.89
20230810:1710,193.38
20230810:1810,41.4
20230810:1910,0.0
20230810:2010,0.0
20230810:2110,0.0
20230810:2210,0.0
20230810:2310,0.0
20230811:0010,0.0
20230811:0110,0.0
20230811:0210,0.0
20230811:0310,0.0
20230811:0410,0.0
20230811:0510,0.0
20230811:0610,50.0
20230811:0710,207.0
20230811:0810,381.77
20230811:0910,521.2
20230811:1010,619.08
20230811:1110,692.92
20230811:1210,715.59
20230811:1310,689.73
20230811:1410,633.68
20230811:1510,526.17
20230811:1610,384.22
20230811:1710,199.29
20230811:1810,40.12
20230811:1910,0.0
20230811:2010,0.0
20230811:2110,0.0
20230811:2210,0.0
20230811:2310,0.0
20230812:0010,0.0
20230812:0110,0.0
20230812:0210,0.0
20230812:0310,0.0
20230812:0410,0.0
20230812:0510,0.0
20230812:0610,50.65
20230812:0710,204.95
20230812:0810,378.22
20230812:0910,521.76
20230812:1010,623.75
20230812:1110,695.57
20230812:1210,721.29
20230812:1310,691.72
20230812:1410,630.51
20230812:1510,525.37
20230812:1610,377.68
20230812:1710,189.58
20230812:1810,26.47
20230812:1910,0.0
20230812:2010,0.0
20230812:2110,0.0
20230812:2210,0.0
20230812:2310,0.0
20230813:0010,0.0
20230813:0110,0.0
20230813:0210,0.0
20230813:0310,0.0
20230813:0410,0.0
20230813:0510,0.0
20230813:0610,49.34
20230813:0710,198.76
20230813:0810,349.99
20230813:0910,513.77
20230813:1010,595.58
20230813:1110,693.67
20230813:1210,716.51
20230813:1310,691.95
20230813:1410,629.3
20230813:1510,523.0
20230813:1610,376.01
20230813:1710,191.68
20230813:1810,33.23
20230813:1910,0.0
20230813:2010,0.0
20230813:2110,0.0
20230813:2210,0.0
20230813:2310,0.0
20230814:0010,0.0
20230814:0110,0.0
20230814:0210,0.0
20230814:0310,0.0
20230814:0410,0.0
20230814:0510,0.0
20230814:0610,47.9
20230814:0710,202.06
20230814:0810,374.74
20230814:0910,518.23
20230814:1010,627.39
20230814:1110,683.36
20230814:1210,718.81
20230814:1310,693.43
20230814:1410,562.73
20230814:1510,516.88
20230814:1610,369.96
20230814:1710,190.9
20230814:1810,31.56
20230814:1910,0.0
20230814:2010,0.0
20230814:2110,0.0
20230814:2210,0.0
20230814:2310,0.0
20230815:0010,0.0
20230815:0110,0.0
20230815:0210,0.0
20230815:0310,0.0
20230815:0410,0.0
20230815:0510,0.0
20230815:0610,48.81
20230815:0710,208.06
20230815:0810,371.63
20230815:0910,512.53
20230815:1010,616.93
20230815:1110,692.08
20230815:1210,717.05
20230815:1310,692.41
20230815:1410,611.5
20230815:1510,523.79
20230815:1610,375.11
20230815:1710,189.98
20230815:1810,30.14
20230815:1910,0.0
20230815:2010,0.0
20230815:2110,0.0
20230815:2210,0.0
20230815:2310,0.0
20230816:0010,0.0
20230816:0110,0.0
20230816:0210,0.0
20230816:0310,0.0
20230816:0410,0.0
20230816:0510,0.0
20230816:0610,52.67
20230816:0710,170.35
20230816:0810,346.88
20230816:0910,357.16
20230816:1010,86.21
20230816:1110,457.43
20230816:1210,220.45
20230816:1310,368.57
20230816:1410,309.59
20230816:1510,411.84
20230816:1610,363.34
20230816:1710,163.59
20230816:1810,2.02
20230816:1910,0.0
20230816:2010,0.0
20230816:2110,0.0
20230816:2210,0.0
20230816:2310,0.0
20230817:0010,0.0
20230817:0110,0.0
20230817:0210,0.0
20230817:0310,0.0
20230817:0410,0.0
20230817:0510,0.0
20230817:0610,46.03
20230817:0710,196.71
20230817:0810,373.79
20230817:0910,521.61
20230817:1010,634.15
20230817:1110,704.46
20230817:1210,723.13
20230817:1310,695.58
20230817:1410,622.65
20230817:1510,520.97
20230817:1610,367.7
20230817:1710,170.2
20230817:1810,6.17
20230817:1910,0.0
20230817:2010,0.0
20230817:2110,0.0
20230817:2210,0.0
20230817:2310,0.0
20230818:0010,0.0
20230818:0110,0.0
20230818:0210,0.0
20230818:0310,0.0
20230818:0410,0.0
20230818:0510,0.0
20230818:0610,45.16
20230818:0710,193.24
20230818:0810,366.01
20230818:0910,508.59
20230818:1010,616.9
20230818:1110,665.1
20230818:1210,306.73
20230818:1310,606.07
20230818:1410,621.02
20230818:1510,515.76
20230818:1610,323.92
20230818:1710,171.8
20230818:1810,29.81
20230818:1910,0.0
20230818:2010,0.0
20230818:2110,0.0
20230818:2210,0.0
20230818:2310,0.0
20230819:0010,0.0
20230819:0110,0.0
20230819:0210,0.0
20230819:0310,0.0
20230819:0410,0.0
20230819:0510,0.0
20230819:0610,42.48
20230819:0710,111.29
20230819:0810,213.06
20230819:0910,502.36
20230819:1010,610.02
20230819:1110,647.64
20230819:1210,698.6
20230819:1310,678.26
20230819:1410,617.43
20230819:1510,508.62
20230819:1610,358.2
20230819:1710,174.78
20230819:1810,20.08
20230819:1910,0.0
20230819:2010,0.0
20230819:2110,0.0
20230819:2210,0.0
20230819:2310,0.0
20230820:0010,0.0
20230820:0110,0.0
20230820:0210,0.0
20230820:0310,0.0
20230820:0410,0.0
20230820:0510,0.0
20230820:0610,43.21
20230820:0710,183.2
20230820:0810,346.25
20230820:0910,486.18
20230820:1010,588.75
20230820:1110,654.13
20230820:1210,675.14
20230820:1310,661.19
20230820:1410,597.23
20230820:1510,487.12
20230820:1610,336.17
20230820:1710,166.9
20230820:1810,18.43
20230820:1910,0.0
20230820:2010,0.0
20230820:2110,0.0
20230820:2210,0.0
20230820:2310,0.0
20230821:0010,0.0
20230821:0110,0.0
20230821:0210,0.0
20230821:0310,0.0
20230821:0410,0.0
20230821:0510,0.0
20230821:0610,41.53
20230821:0710,182.6
20230821:0810,347.02
20230821:0910,491.01
20230821:1010,598.44
20230821:1110,659.23
20230821:1210,682.77
20230821:1310,664.71
20230821:1410,595.83
20230821:1510,491.69
20230821:1610,343.06
20230821:1710,160.63
20230821:1810,15.86
20230821:1910,0.0
20230821:2010,0.0
20230821:2110,0.0
20230821:2210,0.0
20230821:2310,0.0
20230822:0010,0.0
20230822:0110,0.0
20230822:0210,0.0
20230822:0310,0.0
20230822:0410,0.0
20230822:0510,0.0
20230822:0610,39.92
20230822:0710,184.36
20230822:0810,350.85
20230822:0910,492.56
20230822:1010,600.85
20230822:1110,670.25
20230822:1210,689.66
20230822:1310,663.18
20230822:1410,600.27
20230822:1510,490.3
20230822:1610,338.07
20230822:1710,175.66
20230822:1810,14.78
20230822:1910,0.0
20230822:2010,0.0
20230822:2110,0.0
20230822:2210,0.0
20230822:2310,0.0
20230823:0010,0.0
20230823:0110,0.0
20230823:0210,0.0
20230823:0310,0.0
20230823:0410,0.0
20230823:0510,0.0
20230823:0610,39.96
20230823:0710,181.05
20230823:0810,342.19
20230823:0910,479.38
20230823:1010,584.67
20230823:1110,650.44
20230823:1210,668.73
20230823:1310,648.85
20230823:1410,576.55
20230823:1510,438.49
20230823:1610,262.41
20230823:1710,133.69
20230823:1810,5.98
20230823:1910,0.0
20230823:2010,0.0
20230823:2110,0.0
20230823:2210,0.0
20230823:2310,0.0
20230824:0010,0.0
20230824:0110,0.0
20230824:0210,0.0
20230824:0310,0.0
20230824:0410,0.0
20230824:0510,0.0
20230824:0610,38.83
20230824:0710,181.52
20230824:0810,348.4
20230824:0910,493.91
20230824:1010,603.22
20230824:1110,662.18
20230824:1210,676.04
20230824:1310,662.43
20230824:1410,603.47
20230824:1510,492.25
20230824:1610,339.68
20230824:1710,159.97
20230824:1810,12.31
20230824:1910,0.0
20230824:2010,0.0
20230824:2110,0.0
20230824:2210,0.0
20230824:2310,0.0
20230825:0010,0.0
20230825:0110,0.0
20230825:0210,0.0
20230825:0310,0.0
20230825:0410,0.0
20230825:0510,0.0
20230825:0610,37.0
20230825:0710,181.83
20230825:0810,352.41
20230825:0910,506.42
20230825:1010,610.08
20230825:1110,677.47
20230825:1210,699.48
20230825:1310,674.65
20230825:1410,608.23
20230825:1510,495.42
20230825:1610,342.09
20230825:1710,155.15
20230825:1810,10.74
20230825:1910,0.0
20230825:2010,0.0
20230825:2110,0.0
20230825:2210,0.0
20230825:2310,0.0
20230826:0010,0.0
20230826:0110,0.0
20230826:0210,0.0
20230826:0310,0.0
20230826:0410,0.0
20230826:0510,0.0
20230826:0610,35.55
20230826:0710,161.86
20230826:0810,333.3
20230826:0910,306.27
20230826:1010,204.93
20230826:1110,508.64
20230826:1210,65.16
20230826:1310,99.65
20230826:1410,326.14
20230826:1510,39.27
20230826:1610,23.67
20230826:1710,10.4
20230826:1810,0.0
20230826:1910,0.0
20230826:2010,0.0
20230826:2110,0.0
20230826:2210,0.0
20230826:2310,0.0
20230827:0010,0.0
20230827:0110,0.0
20230827:0210,0.0
20230827:0310,0.0
20230827:0410,0.0
20230827:0510,0.0
20230827:0610,7.03
20230827:0710,13.42
20230827:0810,28.37
20230827:0910,37.49
20230827:1010,42.93
20230827:1110,47.6
20230827:1210,119.47
20230827:1310,78.4
20230827:1410,69.36
20230827:1510,130.66
20230827:1610,43.39
20230827:1710,5.9
20230827:1810,8.57
20230827:1910,0.0
20230827:2010,0.0
20230827:2110,0.0
20230827:2210,0.0
20230827:2310,0.0
20230828:0010,0.0
20230828:0110,0.0
20230828:0210,0.0
20230828:0310,0.0
20230828:0410,0.0
20230828:0510,0.0
20230828:0610,33.37
20230828:0710,64.15
20230828:0810,241.03
20230828:0910,453.59
20230828:1010,653.98
20230828:1110,734.49
20230828:1210,736.96
20230828:1310,648.91
20230828:1410,619.17
20230828:1510,200.73
20230828:1610,328.44
20230828:1710,141.06
20230828:1810,7.8
20230828:1910,0.0
20230828:2010,0.0
20230828:2110,0.0
20230828:2210,0.0
20230828:2310,0.0
20230829:0010,0.0
20230829:0110,0.0
20230829:0210,0.0
20230829:0310,0.0
20230829:0410,0.0
20230829:0510,0.0
20230829:0610,33.52
20230829:0710,198.0
20230829:0810,380.63
20230829:0910,531.34
20230829:1010,624.76
20230829:1110,691.23
20230829:1210,713.93
20230829:1310,694.43
20230829:1410,579.1
20230829:1510,337.58
20230829:1610,352.69
20230829:1710,163.34
20230829:1810,6.37
20230829:1910,0.0
20230829:2010,0.0
20230829:2110,0.0
20230829:2210,0.0
20230829:2310,0.0
20230830:0010,0.0
20230830:0110,0.0
20230830:0210,0.0
20230830:0310,0.0
20230830:0410,0.0
20230830:0510,0.0
20230830:0610,36.57
20230830:0710,136.1
20230830:0810,267.62
20230830:0910,380.03
20230830:1010,529.02
20230830:1110,491.64
20230830:1210,578.25
20230830:1310,599.89
20230830:1410,511.45
20230830:1510,385.89
20230830:1610,235.49
20230830:1710,120.68
20230830:1810,4.3
20230830:1910,0.0
20230830:2010,0.0
20230830:2110,0.0
20230830:2210,0.0
20230830:2310,0.0
20230831:0010,0.0
20230831:0110,0.0
20230831:0210,0.0
20230831:0310,0.0
20230831:0410,0.0
20230831:0510,0.0
20230831:0610,34.59
20230831:0710,181.85
20230831:0810,346.8
20230831:0910,512.36
20230831:1010,603.61
20230831:1110,621.3
20230831:1210,648.89
20230831:1310,663.27
20230831:1410,610.22
20230831:1510,497.22
20230831:1610,341.84
20230831:1710,146.72
20230831:1810,2.99
20230831:1910,0.0
20230831:2010,0.0
20230831:2110,0.0
20230831:2210,0.0
20230831:2310,0.0
20230901:0010,0.0
20230901:0110,0.0
20230901:0210,0.0
20230901:0310,0.0
20230901:0410,0.0
20230901:0510,0.0
20230901:0610,34.75
20230901:0710,180.04
20230901:0810,340.71
20230901:0910,454.91
20230901:1010,473.19
20230901:1110,490.19
20230901:1210,624.38
20230901:1310,682.05
20230901:1410,633.91
20230901:1510,496.68
20230901:1610,336.37
20230901:1710,85.89
20230901:1810,1.18
20230901:1910,0.0
20230901:2010,0.0
20230901:2110,0.0
20230901:2210,0.0
20230901:2310,0.0
20230902:0010,0.0
20230902:0110,0.0
20230902:0210,0.0
20230902:0310,0.0
20230902:0410,0.0
20230902:0510,0.0
20230902:0610,28.47
20230902:0710,136.8
20230902:0810,167.49
20230902:0910,285.7
20230902:1010,303.16
20230902:1110,269.23
20230902:1210,277.82
20230902:1310,254.7
20230902:1410,54.95
20230902:1510,119.08
20230902:1610,74.61
20230902:1710,36.19
20230902:1810,0.0
20230902:1910,0.0
20230902:2010,0.0
20230902:2110,0.0
20230902:2210,0.0
20230902:2310,0.0
20230903:0010,0.0
20230903:0110,0.0
20230903:0210,0.0
20230903:0310,0.0
20230903:0410,0.0
20230903:0510,0.0
20230903:0610,1.21
20230903:0710,37.81
20230903:0810,63.97
20230903:0910,203.07
20230903:1010,150.45
20230903:1110,510.69
20230903:1210,447.19
20230903:1310,638.34
20230903:1410,502.75
20230903:1510,460.52
20230903:1610,294.23
20230903:1710,75.44
20230903:1810,0.0
20230903:1910,0.0
20230903:2010,0.0
20230903:2110,0.0
20230903:2210,0.0
20230903:2310,0.0
20230904:0010,0.0
20230904:0110,0.0
20230904:0210,0.0
20230904:0310,0.0
20230904:0410,0.0
20230904:0510,0.0
20230904:0610,32.23
20230904:0710,152.59
20230904:0810,286.65
20230904:0910,454.61
20230904:1010,568.9
20230904:1110,641.38
20230904:1210,653.67
20230904:1310,637.36
20230904:1410,569.96
20230904:1510,440.99
20230904:1610,266.13
20230904:1710,98.74
20230904:1810,0.0
20230904:1910,0.0
20230904:2010,0.0
20230904:2110,0.0
20230904:2210,0.0
20230904:2310,0.0
20230905:0010,0.0
20230905:0110,0.0
20230905:0210,0.0
20230905:0310,0.0
20230905:0410,0.0
20230905:0510,0.0
20230905:0610,30.98
20230905:0710,142.61
20230905:0810,321.12
20230905:0910,477.67
20230905:1010,596.11
20230905:1110,668.27
20230905:1210,684.02
20230905:1310,660.39
20230905:1410,576.49
20230905:1510,447.7
20230905:1610,278.64
20230905:1710,99.19
20230905:1810,0.0
20230905:1910,0.0
20230905:2010,0.0
20230905:2110,0.0
20230905:2210,0.0
20230905:2310,0.0
20230906:0010,0.0
20230906:0110,0.0
20230906:0210,0.0
20230906:0310,0.0
20230906:0410,0.0
20230906:0510,0.0
20230906:0610,30.2
20230906:0710,159.61
20230906:0810,333.21
20230906:0910,487.13
20230906:1010,604.12
20230906:1110,668.68
20230906:1210,691.28
20230906:1310,662.89
20230906:1410,587.61
20230906:1510,466.69
20230906:1610,301.7
20230906:1710,110.88
20230906:1810,0.0
20230906:1910,0.0
20230906:2010,0.0
20230906:2110,0.0
20230906:2210,0.0
20230906:2310,0.0
20230907:0010,0.0
20230907:0110,0.0
20230907:0210,0.0
20230907:0310,0.0
20230907:0410,0.0
20230907:0510,0.0
20230907:0610,26.81
20230907:0710,177.15
20230907:0810,360.2
20230907:0910,508.72
20230907:1010,615.34
20230907:1110,673.76
20230907:1210,686.48
20230907:1310,672.75
20230907:1410,605.3
20230907:1510,482.37
20230907:1610,314.73
20230907:1710,121.7
20230907:1810,0.0
20230907:1910,0.0
20230907:2010,0.0
20230907:2110,0.0
20230907:2210,0.0
20230907:2310,0.0
20230908:0010,0.0
20230908:0110,0.0
20230908:0210,0.0
20230908:0310,0.0
20230908:0410,0.0
20230908:0510,0.0
20230908:0610,25.82
20230908:0710,173.04
20230908:0810,355.56
20230908:0910,508.34
20230908:1010,617.56
20230908:1110,671.55
20230908:1210,684.19
20230908:1310,671.08
20230908:1410,603.32
20230908:1510,474.78
20230908:1610,309.95
20230908:1710,113.04
20230908:1810,0.0
20230908:1910,0.0
20230908:2010,0.0
20230908:2110,0.0
20230908:2210,0.0
20230908:2310,0.0
20230909:0010,0.0
20230909:0110,0.0
20230909:0210,0.0
20230909:0310,0.0
20230909:0410,0.0
20230909:0510,0.0
20230909:0610,24.83
20230909:0710,174.08
20230909:0810,355.86
20230909:0910,504.81
20230909:1010,615.97
20230909:1110,671.59
20230909:1210,688.64
20230909:1310,668.59
20230909:1410,602.14
20230909:1510,475.98
20230909:1610,303.22
20230909:1710,110.27
20230909:1810,0.0
20230909:1910,0.0
20230909:2010,0.0
20230909:2110,0.0
20230909:2210,0.0
20230909:2310,0.0
20230910:0010,0.0
20230910:0110,0.0
20230910:0210,0.0
20230910:0310,0.0
20230910:0410,0.0
20230910:0510,0.0
20230910:0610,25.12
20230910:0710,165.21
20230910:0810,339.61
20230910:0910,492.78
20230910:1010,605.53
20230910:1110,670.62
20230910:1210,685.56
20230910:1310,654.31
20230910:1410,571.71
20230910:1510,458.24
20230910:1610,273.01
20230910:1710,94.94
20230910:1810,0.0
20230910:1910,0.0
20230910:2010,0.0
20230910:2110,0.0
20230910:2210,0.0
20230910:2310,0.0
20230911:0010,0.0
20230911:0110,0.0
20230911:0210,0.0
20230911:0310,0.0
20230911:0410,0.0
20230911:0510,0.0
20230911:0610,22.89
20230911:0710,153.83
20230911:0810,348.99
20230911:0910,410.97
20230911:1010,589.06
20230911:1110,622.6
20230911:1210,623.34
20230911:1310,548.27
20230911:1410,339.11
20230911:1510,422.2
20230911:1610,217.1
20230911:1710,97.78
20230911:1810,0.0
20230911:1910,0.0
20230911:2010,0.0
20230911:2110,0.0
20230911:2210,0.0
20230911:2310,0.0
20230912:0010,0.0
20230912:0110,0.0
20230912:0210,0.0
20230912:0310,0.0
20230912:0410,0.0
20230912:0510,0.0
20230912:0610,20.4
20230912:0710,12.71
20230912:0810,169.86
20230912:0910,259.08
20230912:1010,395.62
20230912:1110,637.11
20230912:1210,634.17
20230912:1310,638.71
20230912:1410,251.62
20230912:1510,45.11
20230912:1610,33.98
20230912:1710,73.63
20230912:1810,0.0
20230912:1910,0.0
20230912:2010,0.0
20230912:2110,0.0
20230912:2210,0.0
20230912:2310,0.0
20230913:0010,0.0
20230913:0110,0.0
20230913:0210,0.0
20230913:0310,0.0
20230913:0410,0.0
20230913:0510,0.0
20230913:0610,22.68
20230913:0710,104.62
20230913:0810,342.23
20230913:0910,480.57
20230913:1010,562.21
20230913:1110,581.87
20230913:1210,515.16
20230913:1310,638.35
20230913:1410,566.21
20230913:1510,427.88
20230913:1610,253.64
20230913:1710,87.48
20230913:1810,0.0
20230913:1910,0.0
20230913:2010,0.0
20230913:2110,0.0
20230913:2210,0.0
20230913:2310,0.0
20230914:0010,0.0
20230914:0110,0.0
20230914:0210,0.0
20230914:0310,0.0
20230914:0410,0.0
20230914:0510,0.0
20230914:0610,21.9
20230914:0710,130.75
20230914:0810,286.87
20230914:0910,482.67
20230914:1010,574.4
20230914:1110,589.25
20230914:1210,538.77
20230914:1310,626.51
20230914:1410,335.21
20230914:1510,329.5
20230914:1610,256.04
20230914:1710,86.79
20230914:1810,0.0
20230914:1910,0.0
20230914:2010,0.0
20230914:2110,0.0
20230914:2210,0.0
20230914:2310,0.0
20230915:0010,0.0
20230915:0110,0.0
20230915:0210,0.0
20230915:0310,0.0
20230915:0410,0.0
20230915:0510,0.0
20230915:0610,19.71
20230915:0710,138.92
20230915:0810,203.55
20230915:0910,341.53
20230915:1010,241.43
20230915:1110,99.84
20230915:1210,47.61
20230915:1310,44.75
20230915:1410,31.93
20230915:1510,21.73
20230915:1610,21.03
20230915:1710,29.77
20230915:1810,0.0
20230915:1910,0.0
20230915:2010,0.0
20230915:2110,0.0
20230915:2210,0.0
20230915:2310,0.0
20230916:0010,0.0
20230916:0110,0.0
20230916:0210,0.0
20230916:0310,0.0
20230916:0410,0.0
20230916:0510,0.0
20230916:0610,19.01
20230916:0710,158.83
20230916:0810,351.2
20230916:0910,487.7
20230916:1010,529.7
20230916:1110,650.84
20230916:1210,620.42
20230916:1310,546.43
20230916:1410,486.33
20230916:1510,387.9
20230916:1610,206.35
20230916:1710,31.78
20230916:1810,0.0
20230916:1910,0.0
20230916:2010,0.0
20230916:2110,0.0
20230916:2210,0.0
20230916:2310,0.0
20230917:0010,0.0
20230917:0110,0.0
20230917:0210,0.0
20230917:0310,0.0
20230917:0410,0.0
20230917:0510,0.0
20230917:0610,19.55
20230917:0710,101.04
20230917:0810,298.34
20230917:0910,248.07
20230917:1010,527.36
20230917:1110,620.2
20230917:1210,631.72
20230917:1310,604.14
20230917:1410,529.43
20230917:1510,405.19
20230917:1610,238.56
20230917:1710,34.55
20230917:1810,0.0
20230917:1910,0.0
20230917:2010,0.0
20230917:2110,0.0
20230917:2210,0.0
20230917:2310,0.0
20230918:0010,0.0
20230918:0110,0.0
20230918:0210,0.0
20230918:0310,0.0
20230918:0410,0.0
20230918:0510,0.0
20230918:0610,16.5
20230918:0710,151.79
20230918:0810,329.75
20230918:0910,482.22
20230918:1010,573.2
20230918:1110,637.79
20230918:1210,651.55
20230918:1310,604.88
20230918:1410,509.19
20230918:1510,434.92
20230918:1610,237.24
20230918:1710,65.51
20230918:1810,0.0
20230918:1910,0.0
20230918:2010,0.0
20230918:2110,0.0
20230918:2210,0.0
20230918:2310,0.0
20230919:0010,0.0
20230919:0110,0.0
20230919:0210,0.0
20230919:0310,0.0
20230919:0410,0.0
20230919:0510,0.0
20230919:0610,15.96
20230919:0710,150.71
20230919:0810,171.52
20230919:0910,384.3
20230919:1010,482.53
20230919:1110,590.81
20230919:1210,448.42
20230919:1310,332.72
20230919:1410,197.94
20230919:1510,80.86
20230919:1610,36.77
20230919:1710,1.64
20230919:1810,0.0
20230919:1910,0.0
20230919:2010,0.0
20230919:2110,0.0
20230919:2210,0.0
20230919:2310,0.0
20230920:0010,0.0
20230920:0110,0.0
20230920:0210,0.0
20230920:0310,0.0
20230920:0410,0.0
20230920:0510,0.0
20230920:0610,5.94
20230920:0710,48.93
20230920:0810,221.82
20230920:0910,392.3
20230920:1010,382.26
20230920:1110,320.72
20230920:1210,313.13
20230920:1310,264.34
20230920:1410,170.31
20230920:1510,91.66
20230920:1610,267.78
20230920:1710,55.44
20230920:1810,0.0
20230920:1910,0.0
20230920:2010,0.0
20230920:2110,0.0
20230920:2210,0.0
20230920:2310,0.0
20230921:0010,0.0
20230921:0110,0.0
20230921:0210,0.0
20230921:0310,0.0
20230921:0410,0.0
20230921:0510,0.0
20230921:0610,13.22
20230921:0710,55.27
20230921:0810,113.7
20230921:0910,225.41
20230921:1010,567.04
20230921:1110,642.84
20230921:1210,664.54
20230921:1310,629.51
20230921:1410,261.58
20230921:1510,327.81
20230921:1610,172.06
20230921:1710,42.14
20230921:1810,0.0
20230921:1910,0.0
20230921:2010,0.0
20230921:2110,0.0
20230921:2210,0.0
20230921:2310,0.0
20230922:0010,0.0
20230922:0110,0.0
20230922:0210,0.0
20230922:0310,0.0
20230922:0410,0.0
20230922:0510,0.0
20230922:0610,10.3
20230922:0710,154.6
20230922:0810,341.26
20230922:0910,499.29
20230922:1010,608.59
20230922:1110,664.78
20230922:1210,672.31
20230922:1310,653.43
20230922:1410,568.71
20230922:1510,436.86
20230922:1610,239.57
20230922:1710,53.88
20230922:1810,0.0
20230922:1910,0.0
20230922:2010,0.0
20230922:2110,0.0
20230922:2210,0.0
